StockCode,Description,desc_stockcode
85124c,1,Unduplicated
85125,2,Duplicated
85126,1,Unduplicated
85127,2,Duplicated
85128,1,Unduplicated
85129A,1,Unduplicated
85129B,1,Unduplicated
85129C,1,Unduplicated
85129D,1,Unduplicated
85130A,1,Unduplicated
85130B,1,Unduplicated
85130C,1,Unduplicated
85130D,1,Unduplicated
85131A,1,Unduplicated
85131B,1,Unduplicated
85131C,1,Unduplicated
85131D,2,Duplicated
85132A,2,Duplicated
85132B,1,Unduplicated
85132C,2,Duplicated
85132a,1,Unduplicated
85132b,1,Unduplicated
85132c,1,Unduplicated
85135A,1,Unduplicated
85135B,3,Duplicated
85135C,3,Duplicated
85136A,2,Duplicated
85136B,1,Unduplicated
85136C,2,Duplicated
85141,1,Unduplicated
85142,2,Duplicated
85144,2,Duplicated
85145,1,Unduplicated
85146,1,Unduplicated
85147,1,Unduplicated
85148,0,Unduplicated
85150,2,Duplicated
85151,1,Unduplicated
85152,1,Unduplicated
85157,1,Unduplicated
85159A,1,Unduplicated
85159B,1,Unduplicated
85159b,1,Unduplicated
85160A,1,Unduplicated
85160B,1,Unduplicated
85160a,1,Unduplicated
85160b,1,Unduplicated
85161,3,Duplicated
85162A,2,Duplicated
85162B,1,Unduplicated
85162C,1,Unduplicated
85163A,1,Unduplicated
85163B,1,Unduplicated
85164B,1,Unduplicated
85164b,1,Unduplicated
85165,2,Duplicated
85166A,1,Unduplicated
85166B,1,Unduplicated
85167A,1,Unduplicated
85167B,2,Duplicated
85168A,1,Unduplicated
85168B,1,Unduplicated
85169A,1,Unduplicated
85169B,1,Unduplicated
85169C,1,Unduplicated
85169D,1,Unduplicated
85170A,1,Unduplicated
85170B,1,Unduplicated
85170C,1,Unduplicated
85170D,1,Unduplicated
85171,1,Unduplicated
85172,5,Duplicated
85173,1,Unduplicated
85174,1,Unduplicated
85175,6,Duplicated
85176,1,Unduplicated
85177,1,Unduplicated
85178,1,Unduplicated
85179A,1,Unduplicated
85179B,1,Unduplicated
85179C,1,Unduplicated
85179a,1,Unduplicated
85180A,1,Unduplicated
85180B,1,Unduplicated
85183A,1,Unduplicated
85183B,1,Unduplicated
85184A,0,Unduplicated
85184B,1,Unduplicated
85184C,2,Duplicated
85184D,1,Unduplicated
85184c,2,Duplicated
85184d,1,Unduplicated
85185B,4,Duplicated
85185C,1,Unduplicated
85185D,2,Duplicated
85185E,1,Unduplicated
85185F,1,Unduplicated
85186A,1,Unduplicated
85186B,1,Unduplicated
85186C,1,Unduplicated
85187,1,Unduplicated
85188A,1,Unduplicated
85188B,1,Unduplicated
85189,1,Unduplicated
85190,1,Unduplicated
85192S,1,Unduplicated
85193S,0,Unduplicated
85194L,1,Unduplicated
85194S,1,Unduplicated
85195,1,Unduplicated
85196,1,Unduplicated
85197,1,Unduplicated
85198,1,Unduplicated
85199L,2,Duplicated
85199S,1,Unduplicated
85200,1,Unduplicated
85202,1,Unduplicated
85203,1,Unduplicated
85204,2,Duplicated
85205A,1,Unduplicated
85205B,1,Unduplicated
85206A,1,Unduplicated
85206B,1,Unduplicated
85207B,0,Unduplicated
85208,2,Duplicated
85211,1,Unduplicated
85212,1,Unduplicated
85213,1,Unduplicated
85214,1,Unduplicated
85215,3,Duplicated
85216,2,Duplicated
85217,2,Duplicated
85218,2,Duplicated
85219,1,Unduplicated
85220,1,Unduplicated
85221,2,Duplicated
85222,1,Unduplicated
85223,0,Unduplicated
85224,2,Duplicated
85225,1,Unduplicated
85226A,1,Unduplicated
85226B,0,Unduplicated
85226C,1,Unduplicated
85227,2,Duplicated
85230A,1,Unduplicated
85230B,1,Unduplicated
85230C,1,Unduplicated
85230D,1,Unduplicated
85230E,2,Duplicated
85230F,1,Unduplicated
85230G,1,Unduplicated
85231A,0,Unduplicated
85231B,1,Unduplicated
85231D,0,Unduplicated
85231E,1,Unduplicated
85231G,3,Duplicated
85231K,0,Unduplicated
85231L,1,Unduplicated
85231b,1,Unduplicated
85231e,1,Unduplicated
85231g,1,Unduplicated
85232A,2,Duplicated
85232B,3,Duplicated
85232C,1,Unduplicated
85232D,2,Duplicated
85232a,1,Unduplicated
85232b,2,Duplicated
85232d,1,Unduplicated
90000A,1,Unduplicated
90000B,1,Unduplicated
90000C,1,Unduplicated
90000D,1,Unduplicated
90001A,1,Unduplicated
90001B,1,Unduplicated
90001C,1,Unduplicated
90001D,1,Unduplicated
90002A,1,Unduplicated
90002B,1,Unduplicated
90002C,1,Unduplicated
90002D,1,Unduplicated
90002E,1,Unduplicated
90003B,1,Unduplicated
90003C,1,Unduplicated
90003D,1,Unduplicated
90003E,1,Unduplicated
90004A,1,Unduplicated
90005A,1,Unduplicated
90005B,0,Unduplicated
90010A,1,Unduplicated
90010B,1,Unduplicated
90010E,1,Unduplicated
90011A,1,Unduplicated
90011B,1,Unduplicated
90011C,1,Unduplicated
90011D,1,Unduplicated
90011E,1,Unduplicated
90012A,2,Duplicated
90012B,2,Duplicated
90013A,1,Unduplicated
90013B,1,Unduplicated
90013C,1,Unduplicated
90013D,1,Unduplicated
90013E,1,Unduplicated
90014A,3,Duplicated
90014B,2,Duplicated
90014C,2,Duplicated
90016A,1,Unduplicated
90016B,1,Unduplicated
90016C,1,Unduplicated
90018A,1,Unduplicated
90018B,1,Unduplicated
90018C,1,Unduplicated
90019A,1,Unduplicated
90019B,1,Unduplicated
90019C,1,Unduplicated
90020,1,Unduplicated
90021,1,Unduplicated
90022,1,Unduplicated
90023,1,Unduplicated
90024A,1,Unduplicated
90024B,1,Unduplicated
90024C,1,Unduplicated
90024D,1,Unduplicated
90024E,1,Unduplicated
90024F,1,Unduplicated
90025A,1,Unduplicated
90025B,1,Unduplicated
90025C,1,Unduplicated
90025D,1,Unduplicated
90025E,1,Unduplicated
90025F,1,Unduplicated
90026A,1,Unduplicated
90026B,1,Unduplicated
90026C,1,Unduplicated
90026D,1,Unduplicated
90027A,1,Unduplicated
90027B,1,Unduplicated
90027C,1,Unduplicated
90027D,1,Unduplicated
90028,1,Unduplicated
90029,1,Unduplicated
90030A,1,Unduplicated
90030B,1,Unduplicated
90030C,1,Unduplicated
90031,1,Unduplicated
90032,1,Unduplicated
90033,1,Unduplicated
90034,1,Unduplicated
90035A,1,Unduplicated
90035B,1,Unduplicated
90035C,1,Unduplicated
90036A,1,Unduplicated
90036B,1,Unduplicated
90036C,1,Unduplicated
90036D,1,Unduplicated
90036E,1,Unduplicated
90036F,1,Unduplicated
90037A,1,Unduplicated
90037B,1,Unduplicated
90037C,1,Unduplicated
90037D,1,Unduplicated
90038A,1,Unduplicated
90038B,1,Unduplicated
90038C,1,Unduplicated
90039A,1,Unduplicated
90039B,1,Unduplicated
90039C,1,Unduplicated
90039D,1,Unduplicated
90040A,1,Unduplicated
90040B,1,Unduplicated
90040C,1,Unduplicated
90040D,1,Unduplicated
90041,1,Unduplicated
90042A,1,Unduplicated
90042B,1,Unduplicated
90042C,1,Unduplicated
90043,1,Unduplicated
90046,1,Unduplicated
90048,1,Unduplicated
90049,1,Unduplicated
90050,1,Unduplicated
90051,1,Unduplicated
90052,1,Unduplicated
90053,1,Unduplicated
90054,1,Unduplicated
90055,1,Unduplicated
90056,1,Unduplicated
90057,2,Duplicated
90058A,1,Unduplicated
90058B,1,Unduplicated
90059A,1,Unduplicated
90059B,1,Unduplicated
90059C,1,Unduplicated
90059D,1,Unduplicated
90059E,1,Unduplicated
90059F,1,Unduplicated
90060B,1,Unduplicated
90060C,1,Unduplicated
90060D,1,Unduplicated
90060F,1,Unduplicated
90062,1,Unduplicated
90063A,1,Unduplicated
90063B,1,Unduplicated
90064A,1,Unduplicated
90064B,1,Unduplicated
90065A,1,Unduplicated
90065B,1,Unduplicated
90066A,1,Unduplicated
90067A,1,Unduplicated
90067B,1,Unduplicated
90068,1,Unduplicated
90069,1,Unduplicated
90070,1,Unduplicated
90071,1,Unduplicated
90072,1,Unduplicated
90073,1,Unduplicated
90074,1,Unduplicated
90075,1,Unduplicated
90076,1,Unduplicated
90077,1,Unduplicated
90078,1,Unduplicated
90079,1,Unduplicated
90080,0,Unduplicated
90081A,1,Unduplicated
90081B,1,Unduplicated
90081C,1,Unduplicated
90082A,1,Unduplicated
90082B,1,Unduplicated
90082C,1,Unduplicated
90082D,1,Unduplicated
90083,1,Unduplicated
90084,1,Unduplicated
90085,1,Unduplicated
90086,1,Unduplicated
90087,1,Unduplicated
90088,1,Unduplicated
90089,1,Unduplicated
90090,1,Unduplicated
90091,1,Unduplicated
90092,1,Unduplicated
90093,1,Unduplicated
90094,1,Unduplicated
90095,1,Unduplicated
90096,1,Unduplicated
90097,0,Unduplicated
90098,1,Unduplicated
90099,1,Unduplicated
90100,1,Unduplicated
90101,1,Unduplicated
90102,1,Unduplicated
90103,1,Unduplicated
90104,1,Unduplicated
90107,0,Unduplicated
90108,1,Unduplicated
90109,0,Unduplicated
90110,0,Unduplicated
90111,1,Unduplicated
90112,1,Unduplicated
90114,1,Unduplicated
90115,1,Unduplicated
90116,1,Unduplicated
90117,0,Unduplicated
90118,1,Unduplicated
90119,1,Unduplicated
90120A,1,Unduplicated
90120B,1,Unduplicated
90120C,1,Unduplicated
90120D,1,Unduplicated
90121A,0,Unduplicated
90121B,1,Unduplicated
90122A,1,Unduplicated
90122B,1,Unduplicated
90122C,1,Unduplicated
90123A,1,Unduplicated
90123B,1,Unduplicated
90123C,1,Unduplicated
90123D,1,Unduplicated
90124A,1,Unduplicated
90124B,1,Unduplicated
90124C,1,Unduplicated
90125A,1,Unduplicated
90125B,1,Unduplicated
90125C,1,Unduplicated
90125D,1,Unduplicated
90125E,1,Unduplicated
90126A,1,Unduplicated
90126B,1,Unduplicated
90126C,1,Unduplicated
90127A,1,Unduplicated
90127B,1,Unduplicated
90128A,1,Unduplicated
90128B,1,Unduplicated
90128C,1,Unduplicated
90128D,1,Unduplicated
90129A,1,Unduplicated
90129B,1,Unduplicated
90129C,1,Unduplicated
90129D,1,Unduplicated
90129E,1,Unduplicated
90129F,1,Unduplicated
90130A,1,Unduplicated
90130B,1,Unduplicated
90130C,1,Unduplicated
90130D,1,Unduplicated
90131,1,Unduplicated
90132,1,Unduplicated
90133,1,Unduplicated
90134,1,Unduplicated
90135,1,Unduplicated
90135A,1,Unduplicated
90136,1,Unduplicated
90137,1,Unduplicated
90138,1,Unduplicated
90139,1,Unduplicated
90140,1,Unduplicated
90141A,1,Unduplicated
90141B,1,Unduplicated
90141C,1,Unduplicated
90141D,1,Unduplicated
90141E,1,Unduplicated
90142A,1,Unduplicated
90142B,1,Unduplicated
90142C,1,Unduplicated
90142D,1,Unduplicated
90143,1,Unduplicated
90144,1,Unduplicated
90145,1,Unduplicated
90146,1,Unduplicated
90147,1,Unduplicated
90148,1,Unduplicated
90149,1,Unduplicated
90150,1,Unduplicated
90151,1,Unduplicated
90152A,1,Unduplicated
90152B,1,Unduplicated
90152C,1,Unduplicated
90154,1,Unduplicated
90155,1,Unduplicated
90156,1,Unduplicated
90157,1,Unduplicated
90158,1,Unduplicated
90159,1,Unduplicated
90160A,1,Unduplicated
90160B,1,Unduplicated
90160C,1,Unduplicated
90160D,1,Unduplicated
90161A,1,Unduplicated
90161B,1,Unduplicated
90161C,1,Unduplicated
90161D,1,Unduplicated
90162A,1,Unduplicated
90162B,1,Unduplicated
90162C,1,Unduplicated
90162D,1,Unduplicated
90163A,1,Unduplicated
90163B,1,Unduplicated
90164A,1,Unduplicated
90164B,1,Unduplicated
90165A,1,Unduplicated
90165B,1,Unduplicated
90166,1,Unduplicated
90167,1,Unduplicated
90168,1,Unduplicated
90169,1,Unduplicated
90170,1,Unduplicated
90171,1,Unduplicated
90172,0,Unduplicated
90173,1,Unduplicated
90174,1,Unduplicated
90175A,1,Unduplicated
90175B,1,Unduplicated
90175C,1,Unduplicated
90175D,1,Unduplicated
90176A,1,Unduplicated
90176B,1,Unduplicated
90176C,1,Unduplicated
90176D,1,Unduplicated
90176E,1,Unduplicated
90177A,1,Unduplicated
90177B,1,Unduplicated
90177C,1,Unduplicated
90177D,1,Unduplicated
90177E,1,Unduplicated
90178A,1,Unduplicated
90178B,1,Unduplicated
90179A,1,Unduplicated
90179B,1,Unduplicated
90179C,1,Unduplicated
90180A,2,Duplicated
90180B,1,Unduplicated
90181A,1,Unduplicated
90181B,1,Unduplicated
90181C,1,Unduplicated
90182A,1,Unduplicated
90182B,1,Unduplicated
90182C,1,Unduplicated
90183A,1,Unduplicated
90183B,1,Unduplicated
90183C,1,Unduplicated
90183c,1,Unduplicated
90184A,1,Unduplicated
90184B,1,Unduplicated
90184C,1,Unduplicated
90184c,1,Unduplicated
90185A,1,Unduplicated
90185B,1,Unduplicated
90185C,1,Unduplicated
90185D,1,Unduplicated
90186A,1,Unduplicated
90186B,1,Unduplicated
90187A,1,Unduplicated
90187B,1,Unduplicated
90188,1,Unduplicated
90189A,1,Unduplicated
90189B,1,Unduplicated
90190A,1,Unduplicated
90190B,1,Unduplicated
90190C,1,Unduplicated
90191,2,Duplicated
90192,1,Unduplicated
90194,1,Unduplicated
90195A,2,Duplicated
90195B,1,Unduplicated
90196A,1,Unduplicated
90196B,1,Unduplicated
90197A,0,Unduplicated
90197B,1,Unduplicated
90197C,0,Unduplicated
90197D,1,Unduplicated
90198A,1,Unduplicated
90198B,1,Unduplicated
90199A,1,Unduplicated
90199B,1,Unduplicated
90199C,1,Unduplicated
90199D,1,Unduplicated
90200A,1,Unduplicated
90200B,1,Unduplicated
90200C,1,Unduplicated
90200D,1,Unduplicated
90200E,1,Unduplicated
90201A,1,Unduplicated
90201B,1,Unduplicated
90201C,1,Unduplicated
90201D,1,Unduplicated
90202A,1,Unduplicated
90202B,1,Unduplicated
90202C,1,Unduplicated
90202D,1,Unduplicated
90203,1,Unduplicated
90204,1,Unduplicated
90205A,1,Unduplicated
90205C,1,Unduplicated
90206A,1,Unduplicated
90206C,1,Unduplicated
90208,2,Duplicated
90209A,1,Unduplicated
90209B,1,Unduplicated
90209C,1,Unduplicated
90210A,1,Unduplicated
90210B,1,Unduplicated
90210C,1,Unduplicated
90210D,2,Duplicated
90211A,1,Unduplicated
90211B,1,Unduplicated
90212B,1,Unduplicated
90212C,1,Unduplicated
90214A,1,Unduplicated
90214B,1,Unduplicated
90214C,1,Unduplicated
90214D,1,Unduplicated
90214E,1,Unduplicated
90214F,1,Unduplicated
90214G,1,Unduplicated
90214H,1,Unduplicated
90214I,1,Unduplicated
90214J,1,Unduplicated
90214K,1,Unduplicated
90214L,1,Unduplicated
90214M,1,Unduplicated
90214N,1,Unduplicated
90214O,1,Unduplicated
90214P,1,Unduplicated
90214R,1,Unduplicated
90214S,1,Unduplicated
90214T,1,Unduplicated
90214U,1,Unduplicated
90214V,1,Unduplicated
90214W,1,Unduplicated
90214Y,1,Unduplicated
90214Z,1,Unduplicated
ADJUST,3,Duplicated
ADJUST2,1,Unduplicated
AMAZONFEE,1,Unduplicated
B,1,Unduplicated
BANK CHARGES,2,Duplicated
C2,1,Unduplicated
C3,0,Unduplicated
CRUK,1,Unduplicated
D,1,Unduplicated
DCGS0003,2,Duplicated
DCGS0004,1,Unduplicated
DCGS0006,0,Unduplicated
DCGS0016,0,Unduplicated
DCGS0027,0,Unduplicated
DCGS0036,0,Unduplicated
DCGS0037,1,Unduplicated
DCGS0039,0,Unduplicated
DCGS0041,1,Unduplicated
DCGS0044,1,Unduplicated
DCGS0053,0,Unduplicated
DCGS0055,0,Unduplicated
DCGS0056,0,Unduplicated
DCGS0057,0,Unduplicated
DCGS0058,1,Unduplicated
DCGS0059,0,Unduplicated
DCGS0060,0,Unduplicated
DCGS0062,1,Unduplicated
DCGS0066N,1,Unduplicated
DCGS0066P,0,Unduplicated
DCGS0067,1,Unduplicated
DCGS0068,2,Duplicated
DCGS0069,2,Duplicated
DCGS0070,1,Unduplicated
DCGS0071,0,Unduplicated
DCGS0072,1,Unduplicated
DCGS0073,1,Unduplicated
DCGS0074,0,Unduplicated
DCGS0075,1,Unduplicated
DCGS0076,1,Unduplicated
DCGSLBOY,0,Unduplicated
DCGSLGIRL,0,Unduplicated
DCGSSBOY,2,Duplicated
DCGSSGIRL,2,Duplicated
DOT,1,Unduplicated
GIFT,0,Unduplicated
M,1,Unduplicated
PADS,1,Unduplicated
POST,1,Unduplicated
S,1,Unduplicated
SP1002,1,Unduplicated
TEST001,1,Unduplicated
TEST002,1,Unduplicated
gift_0001_10,1,Unduplicated
gift_0001_20,2,Duplicated
gift_0001_30,1,Unduplicated
gift_0001_40,1,Unduplicated
gift_0001_50,1,Unduplicated
gift_0001_60,0,Unduplicated
gift_0001_70,1,Unduplicated
gift_0001_80,1,Unduplicated
gift_0001_90,0,Unduplicated
m,1,Unduplicated
